,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЖК,Novatoria 37491,Элементс (ELEMENTS) 33985,АкадемГородок 37348,Зелёный бульвар 31111,Зелёный бульвар 28631,Солярис 40263,Невельской 11897,Четыре горизонта 37838,"Нерчинская, 10 34535",Лидер 41415,Лидер 41416,Лидер 41417,Шилкинский 42442,Антарес 34713,Айвазовский 39803,Айвазовский 39804,Видный 35879,Каштановый двор 43288,Каштановый двор 43289,Каштановый двор 43290,Каштановый двор 43291,Восход 40376,Восход 40377,Восход 40378,Садгород-357,Садгород-295,"Давыдова, 60 32132","Давыдова, 60 32133","Давыдова, 60 32134","50 лет Октября, 1 38543","2-я Поселковая, 3 41041",Формат 43702,Формат 44614,Формат 41550,Формат 41119,"10-я Рабочая, 80 36321",Босфорский парк 42348,Босфорский парк 42347,Времена года,Горизонт 39074,Адмиралтейский 37918,Адмиралтейский 43196,"Садгородская, 23 41482",Эко Сити 36674,АРКАДА-АРТ 8652,Акватория 42343,Восточный ЛУЧ-5,Восточный ЛУЧ-6,Восточный ЛУЧ-7,Восточный ЛУЧ-8,Восточный ЛУЧ-9,Восточный ЛУЧ-10,Новые горизонты,"Басаргина, д. 2","Басаргина, д. 2, б/с 2 10 эт","Басаргина, д. 2, б/с 2 18 эт","Борисенко, д. 100, лит. Е","Изумрудный, 1оч",Атлантикс Сити 26212,Журавли 44779,Журавли 44780,MORE 44127,Южный 37898,Южный 37899,Южный 37900,Atmosfera 27414,Atmosfera 27416,Чайка 3062,Акватория 42344,Кленовый 38049,Эко-хаус Пастораль 44416,Зелёный бульвар 42445,Зелёный бульвар 42446,Мед 40107,Сады Маковского 44951,Сады Маковского 44952,Нобель 44228,Смородина 39333,Седанка Хиллс 43467,Седанка Хиллс 43468,Седанка Хиллс 43469,Prime Park 44430,Prime Park 44431,Costa Azzurra 44670,Costa Azzurra 44671,Panorama 43671,Panorama 43670,Футурист 44108,Футурист 44109,Футурист 44110,Молодежный 40104,Седанка Хиллс 43850,Седанка Хиллс 43470,Седанка Хиллс 43471,Изумрудный 13283,Изумрудный 13284,Изумрудный 13285,Изумрудный 37526,Изумрудный 37527,Брусника 43103,Брусника 43102,Брусника 43107,Брусника 43106,Брусника 43108,Брусника 43105,Фрегат 2 36573,Фрегат 2 36572,Фрегат 2 36571,Фрегат 2 36575,Лесная 32173,Лесная 32174,Лесная 32175,"Борисенко, 100 38128","Борисенко, 100 38129","Снеговая Падь, 1 41829",Восточный луч 37333,Прибрежный 44170,Долина 42157
Уехать без пересадок: Первая речка,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,да,да,Нет,Нет,да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет
Расстояние по навигатору до: Первая речка,2,6,9,8,8,4,8,17,2,10,10,10,4,7,14,14,6,10,10,10,10,42,42,42,24,24,8,8,8,36,11,27,27,27,27,5,13,13,21,5,10,10,24,10,6,9,10,10,10,10,10,10,14,14,14,14,14,9,"0,4",24,24,1,7,7,7,8,8,8,10,4,21,7,7,4,13,13,4,25,15,15,15,6,6,14,14,4,4,6,6,6,8,29,15,15,8,8,9,8,8,23,23,23,23,23,23,9,9,9,9,7,7,7,13,14,10,11,8,6
Уехать без пересадок: Вторая речка,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,нет,да,Нет,Нет,да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да
Расстояние по навигатору до: Вторая речка,7,9,4,11,11,6,11,14,6,6,6,6,8,2,17,17,5,16,16,16,16,37,37,37,18,18,6,6,6,31,13,22,22,22,22,7,16,16,19,8,6,6,18,12,8,12,6,6,6,6,6,6,17,17,17,17,17,4,6,18,18,7,10,10,10,11,13,3,13,7,15,11,11,7,8,8,8,13,11,11,11,7,7,17,17,7,7,3,3,3,3,24,10,10,4,3,4,3,3,19,19,18,18,18,18,12,12,12,12,2,2,2,17,17,5,6,3,9
Уехать без пересадок: Третья рабочая,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Да,Да,Да,Да,да,нет,Нет,Нет,да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да
Расстояние по навигатору до: Третья рабочая,4,5,10,5,5,0,5,17,3,9,9,9,1,8,13,13,7,9,9,9,9,50,50,50,23,23,9,9,9,44,10,29,29,29,29,"1,5",12,12,21,2,8,8,23,9,5,9,9,9,9,9,9,9,13,13,13,13,13,8,3,23,23,4,5,5,5,5,6,9,9,3,24,5,5,2,11,15,2,24,16,16,16,1,1,10,10,1,1,7,7,7,7,31,16,16,9,9,9,8,8,25,25,24,24,24,24,7,7,6,6,10,10,10,10,9,9,10,9,4
Уехать без пересадок: Окатовая,Да,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,да,да,Да,Да,да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Нет
Расстояние по навигатору до: Окатовая,8,3,15,8,8,7,5,23,8,12,12,12,6,17,8,8,13,3,3,3,3,56,56,56,38,38,14,14,14,50,4,33,33,33,33,6,7,7,28,6,13,13,38,3,3,3,12,12,12,12,12,12,8,8,8,8,8,12,9,38,38,8,8,8,9,4,5,14,2,8,30,8,8,9,19,19,7,31,21,21,21,7,7,9,9,7,7,11,11,11,11,35,21,21,12,12,12,12,12,29,29,28,29,28,28,7,7,5,5,13,13,13,9,8,16,13,14,8
Уехать без пересадок: Баляева,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да
Расстояние по навигатору до: Баляева,7,8,11,3,3,2,3,19,5,8,8,8,3,10,7,7,8,7,7,7,7,49,49,49,25,25,8,8,8,42,8,28,28,28,28,"1,5",8,8,24,1,8,8,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,25,25,6,3,3,3,4,5,11,7,1,26,3,3,3,16,16,4,23,17,17,17,2,2,8,8,2,2,7,7,7,6,33,17,17,7,7,7,7,7,26,26,25,26,25,25,5,5,5,5,8,8,8,8,7,7,8,11,2
Уехать без пересадок: Кампус ДВФУ,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Расстояние по навигатору до: Кампус ДВФУ,19,15,26,20,20,19,17,36,18,27,27,27,20,24,13,13,23,13,13,13,13,60,60,60,41,41,25,25,25,54,14,45,45,45,45,22,12,12,40,20,28,28,41,13,15,15,27,27,27,27,27,27,13,13,13,13,13,25,19,41,41,20,19,19,19,16,16,40,13,26,38,20,20,20,32,32,18,34,32,32,32,20,20,12,12,19,19,23,23,23,25,48,33,32,26,26,26,25,25,41,41,40,41,40,40,18,18,18,18,25,25,25,11,11,26,25,26,19
Расстояние по навигатору до: Артем,49,45,39,52,52,48,51,32,48,37,37,37,48,42,49,49,41,61,61,61,61,2,2,2,25,25,38,38,38,13,54,22,22,22,22,49,56,56,30,44,38,38,25,54,50,53,37,37,37,37,37,37,49,49,49,49,49,39,43,25,25,43,46,46,46,49,50,38,61,43,24,47,47,43,30,30,60,27,28,28,28,43,43,50,50,43,43,39,39,39,38,12,28,28,39,39,39,39,39,24,24,23,24,23,23,48,48,48,48,44,44,44,50,50,37,36,39,46
Расстояние по навигатору до: В-надеждинское,36,48,29,43,43,35,40,24,35,29,29,29,36,30,42,42,32,48,48,48,48,19,19,19,27,27,32,32,32,16,42,9,9,9,9,36,43,43,28,35,30,30,27,41,37,41,29,29,29,29,29,29,42,42,42,42,42,31,35,27,27,36,39,39,39,42,42,31,48,36,27,40,39,36,21,21,53,24,23,23,23,36,36,42,42,36,36,32,32,32,30,14,23,23,32,32,32,32,32,27,27,26,27,26,26,41,41,41,41,31,31,31,43,42,30,29,32,37
Основной материал фасада,Пластик,Стекло,Стекло,Пластик,Стекло,Пластик,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Пластик,Пластик,Стекло,Керамогранит,Керамогранит,Керамогранит,Керамогранит,Камень,Камень,Камень,Пластик,Пластик,Другой,Другой,Другой,Стекло,Металл,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Кирпич,Другой,Другой,Керамогранит,Стекло,Стекло,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Кирпич,Кирпич,Стекло,Кирпич,Стекло,Керамогранит,Стекло,Пластик,Пластик,Металл,Другой,Другой,Другой,Керамогранит,Керамогранит,Другой,Керамогранит,Керамогранит,Другой,Керамогранит,Керамогранит,Другой,Другой ,Другой ,Другой,Пластик ,Другой,Другой,Другой,Кирпич,Кирпич,Пластик,Пластик,Пластик,Пластик,Керамогранит,Керамогранит,Керамогранит,Другой,Другой,Другой,Другой,Керамогранит,Керамогранит,Керамогранит,Керамогранит,Керамогранит,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Камень,Пластик,Другой,Другой,Керамогранит,Другой
Вспомогательный материал фасада,Стекло,Пластик,Пластик,Стекло,Пластик,Стекло,Пластик,Пластик,Нет,Пластик,Пластик,Пластик,Пластик,Пластик,Керамогранит,Керамогранит,Пластик,Металл,Металл,Металл,Металл,Стекло,Стекло,Стекло,Стекло,Стекло,Нет,Нет,Нет,Пластик,Стекло,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Дерево,Нет,Нет,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Нет,Нет,Керамогранит,Нет,Керамогранит,Нет,Нет,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Стекло,Кирпич,Стекло,Стекло,Нет,Стекло ,Стекло,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Стекло,Стекло,Стекло,Стекло,Металл,Металл,Металл,Стекло,Стекло,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Нет,Нет,Нет,Керамогранит,Керамогранит,Другой,Другой,Пластик,Керамогранит
Тип дома,Монолит,Монолит,Монолит,Монолит,Монолит,Другой,Монолит,Монолит,Монолитный каркас,Монолитный каркас,Монолитный каркас,Монолитный каркас,Монолитный каркас,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Панель,Панель,Панель,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолитный каркас,Монолит,Монолит,Монолитный каркас,Монолитный каркас,Монолитный каркас,Монолитный каркас,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолитный каркас,Монолитный каркас,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Другой ,Другой,Монолит ,Другой,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Монолит,Панель,Панель,Панель,Монолит,Монолит,Монолит ,Монолит,Монолит,Монолит
Тип фасада,Навесной фасад,Навесной фасад,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Другой,Навесной фасад,Навесной фасад,Другой,Кирпич,Кирпич,Кирпич,Кирпич,Панель,Панель,Панель,Кирпич,Кирпич,Другой,Другой,Другой,Кирпич,Навесной фасад,Панель,Панель,Панель,Панель,Панель,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Навесной фасад,Кирпич,Стекло,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Панель,Кирпич,Стекло,Кирпич,Кирпич,Навесной фасад,Навесной фасад,Другой,Панель,Панель,Панель,Навесной фасад,Навесной фасад,Панель,Панель,Панель,Другой,Панель,Панель,Панель,Навесной фасад,Навесной фасад,Другой,Панель,Навесной фасад,Навесной фасад,Навесной фасад,Навесной фасад,Навесной фасад,Панель,Панель,Навесной фасад,Навесной фасад,Кирпич,Кирпич,Кирпич,Навесной фасад,Навесной фасад,Навесной фасад,Навесной фасад,Кирпич,Кирпич,Кирпич,Кирпич,Кирпич,Панель,Панель,Панель,Панель,Панель,Панель,Кирпич,Кирпич,Кирпич,Кирпич,Другой,Другой,Другой,Кирпич,Навесной фасад,Кирпич,Кирпич,Навесной фасад,Навесной фасад
Есть квартиры без отделки,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да
Есть квартиры с черновой отделкой,Да,Да,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Неизвестно,Да,Да,Да,Да,Неизвестно,Да,Да,Да,Да,Нет,Нет,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Да,Неизвестно,Неизвестно,Неизвестно,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет
Есть квартиры с чистовой отделкой,Нет,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Да,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Неизвестно,Да,Да,Да,Да,Неизвестно,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет
Есть квартиры под ключ,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Нет,Нет,Нет,Да,Неизвестно,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Закрытая территория,Неизвестно,Да,Нет,Нет,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Неизвестно,Неизвестно,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет
Видеонаблюдение во дворе,Да,Да,Нет,Неизвестно,Неизвестно,Да,Да,Неизвестно,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Неизвестно,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Неизвестно,Неизвестно,Да,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно ,Да,Неизвестно,Неизвестно,Неизвестно,Да,Да,Неизвестно,Неизвестно,Неизвестно,Да,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно ,Неизвестно ,Да,Да,Неизвестно,Неизвестно,Да,Да,Да,Неизвестно,Да,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно ,Неизвестно ,Да,Неизвестно
Есть площадки для собак,Неизвестно,Нет,Да,Неизвестно,Неизвестно,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Неизвестно,Нет
Есть велопарковка,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Да,Неизвестно,Да,Да,Да,Неизвестно,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Да,Неизвестно ,Неизвестно ,Неизвестно,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Да,Да,Неизвестно,Неизвестно,Нет,Нет,Неизвестно,Неизвестно,Неизвестно,Нет,Неизвестно,Неизвестно,Неизвестно,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет
Внутренний двор без машин,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Да,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Неизвестно,Неизвестно,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Нет,Неизвестно,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет
Вид из окна на море,"2,00","2,50","1,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","1,00","1,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,00","0,00","0,00","0,00","0,00","3,00","2,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,50","0,50","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","3,00","3,00","1,00","0,00","0,00","0,00","0,00","2,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00"
